,,Curriculum,,Normal,
6649,,0.002,,0.172,0.172
6650,,0.002,,0.01,0.01
6651,,0.003,,0.069,0.069
6652,,0.006,,0.003,0.003
6653,,0.036,,0.009,0.009
6654,,0.004,,0.001,0.001
6655,,0.009,,0.026,0.026
6656,,0.002,,0.006,0.006
6657,,0,,0.001,0.001
6658,,0.004,,0.007,0.007
6659,,0.019,,0.007,0.007
6660,,0.007,0.71,0.062,0.062
6661,,0.001,,0.044,0.044
6662,,0.003,,0.007,0.007
6663,,0,,0.008,0.008
6664,,0.002,,0.026,0.026
6665,,0.004,,0.065,0.065
6666,,0.004,,0.015,0.015
6667,,0.194,,0.162,0.162
6668,,0.001,,0.034,0.034
6669,,0.006,,0.025,0.025
6670,,0.009,,0.002,0.002
6671,,0.008,,0.005,0.005
6672,,0.081,,0.014,0.014
6673,,0.013,,0.004,0.004
6674,,0.002,,0.004,0.004
6675,,0.005,,0.001,0.001
6676,,0.001,,0.005,0.005
6677,,0.016,,0.004,0.004
6678,,0,,0.021,0.021
6679,,0.009,,0.021,0.021
6680,,0.035,0.394,0.011,0.011
6681,,0.007,,0.028,0.028
6682,,0.003,,0.055,0.055
6683,,0.009,,0.025,0.025
6684,,0.098,,0.01,0.01
6685,,0.006,,0.159,0.159
6686,,0.003,,0.007,0.007
6687,,0.006,,0.109,0.109
6688,,0.01,,0.004,0.004
6689,,0.001,,0.001,0.001
6690,,0.002,,0.298,0.298
6691,,0.004,,0.04,0.04
6692,,0.055,,0.009,0.009
6693,,0.027,,0.007,0.007
6694,,0.002,,0.007,0.007
6695,,0.005,,0.025,0.025
6696,,0.001,,0.066,0.066
6697,,0.088,,0.009,0.009
6698,,0.009,,0.028,0.028
6699,,0.001,,0.011,0.011
6700,,0.001,0.338,0.003,0.003
6701,,0.063,,0.018,0.018
6702,,0.029,,0.032,0.032
6703,,0.001,,0.023,0.023
6704,,0.016,,0,0
6705,,0,,0.003,0.003
6706,,0.004,,0.003,0.003
6707,,0.007,,0.008,0.008
6708,,0,,0.001,0.001
6709,,0.004,,0.013,0.013
6710,,0.001,,0.001,0.001
6711,,0.004,,0.099,0.099
6712,,0.006,,0.094,0.094
6713,,0.009,,0.008,0.008
6714,,0.002,,0,0
6715,,0,,0.037,0.037
6716,,0,,0.03,0.03
6717,,0.002,,0.036,0.036
6718,,0,,0.01,0.01
6719,,0.007,,0.041,0.041
6720,,0.028,0.183,0.089,0.089
6721,,0.028,,0.063,0.063
6722,,0.02,,0.043,0.043
6723,,0.001,,0.004,0.004
6724,,0.043,,0.001,0.001
6725,,0.034,,0.005,0.005
6726,,0.001,,0.027,0.027
6727,,0.001,,0.046,0.046
6728,,0.005,,0.006,0.006
6729,,0,,0.012,0.012
6730,,0.003,,0.031,0.031
6731,,0.003,,0.009,0.009
6732,,0,,0.006,0.006
6733,,0,,0.025,0.025
6734,,0,,0.024,0.024
6735,,0.001,,0,0
6736,,0.006,,0.031,0.031
6737,,0.01,,0.062,0.062
6738,,0.007,,0.009,0.009
6739,,0,,0.018,0.018
6740,,0.005,0.168,0.001,0.001
6741,,0,,0.007,0.007
6742,,0.002,,0.004,0.004
6743,,0.112,,0.257,0.257
6744,,0.001,,0.019,0.019
6745,,0.006,,0.072,0.072
6746,,0,,0.013,0.013
6747,,0.003,,0,0
6748,,0.003,,0.013,0.013
6749,,0.034,,0.023,0.023
6750,,0.007,,0.01,0.01
6751,,0.001,,0.072,0.072
6752,,0,,0.021,0.021
6753,,0.015,,0.01,0.01
6754,,0.001,,0.015,0.015
6755,,0.019,,0.091,0.091
6756,,0,,0.009,0.009
6757,,0,,0.001,0.001
6758,,0.022,,0.003,0.003
6759,,0,,0.044,0.044
6760,,0.009,0.235,0.032,0.032
6761,,0.001,,0.001,0.001
6762,,0.002,,0.004,0.004
6763,,0.001,,0.001,0.001
6764,,0.023,,0.03,0.03
6765,,0,,0.004,0.004
6766,,0.067,,0.011,0.011
6767,,0.001,,0.005,0.005
6768,,0.001,,0.013,0.013
6769,,0.51,,0.024,0.024
6770,,0.004,,0.003,0.003
6771,,0.01,,0.032,0.032
6772,,0.002,,0.005,0.005
6773,,0.032,,0.269,0.269
6774,,0.023,,0.04,0.04
6775,,0.09,,0.002,0.002
6776,,0,,0.012,0.012
6777,,0.018,,0.005,0.005
6778,,0.001,,0.048,0.048
6779,,0.003,,0.028,0.028
6780,,0.007,0.796,0.001,0.001
6781,,0.011,,0.032,0.032
6782,,0.004,,0.008,0.008
6783,,0,,0.16,0.16
6784,,0,,0.092,0.092
6785,,0.003,,0.02,0.02
6786,,0.002,,0.018,0.018
6787,,0,,0.024,0.024
6788,,0.005,,0.037,0.037
6789,,0.001,,0.061,0.061
6790,,0.018,,0.052,0.052
6791,,0.002,,0.072,0.072
6792,,0.013,,0.063,0.063
6793,,0.009,,0.025,0.025
6794,,0.018,,0.118,0.118
6795,,0.001,,0.038,0.038
6796,,0.001,,0.001,0.001
6797,,0.007,,0.152,0.152
6798,,0.006,,0.058,0.058
6799,,0,,0.003,0.003
6800,,0.006,0.107,0.105,0.105
6801,,0.001,,0.005,0.005
6802,,0.001,,0.031,0.031
6803,,0.005,,0.163,0.163
6804,,0.002,,0.008,0.008
6805,,0.001,,0.001,0.001
6806,,0.001,,0.034,0.034
6807,,0.003,,0.002,0.002
6808,,0,,0.043,0.043
6809,,0,,0.01,0.01
6810,,0,,0.005,0.005
6811,,0.001,,0.018,0.018
6812,,0.005,,0.004,0.004
6813,,0.009,,0.044,0.044
6814,,0.017,,0.18,0.18
6815,,0.259,,0.034,0.034
6816,,0.01,,0.054,0.054
6817,,0.001,,0.021,0.021
6818,,0.006,,0.013,0.013
6819,,0.001,,0.001,0.001
6820,,0.004,0.327,0.017,0.017
6821,,0.001,,0.827,0.827
6822,,0.001,,0.003,0.003
6823,,0.002,,0.008,0.008
6824,,0.004,,0.03,0.03
6825,,0.002,,0.035,0.035
6826,,0,,0.011,0.011
6827,,0.009,,0.042,0.042
6828,,0.002,,0.06,0.06
6829,,0.01,,0.073,0.073
6830,,0.003,,0.009,0.009
6831,,0.021,,0.047,0.047
6832,,0.015,,0.051,0.051
6833,,0,,0.009,0.009
6834,,0.003,,0.08,0.08
6835,,0,,0.29,0.29
6836,,0,,0.026,0.026
6837,,0.003,,0.013,0.013
6838,,0,,0.03,0.03
6839,,0.002,,0.036,0.036
6840,,0.003,0.081,0.003,0.003
6841,,0,,0.008,0.008
6842,,0,,0.002,0.002
6843,,0,,0.01,0.01
6844,,0,,0.243,0.243
6845,,0.012,,0.024,0.024
6846,,0,,0.14,0.14
6847,,0.004,,0.005,0.005
6848,,0.012,,0.006,0.006
6849,,0.002,,0.047,0.047
6850,,0.013,,0.035,0.035
6851,,0.002,,0.06,0.06
6852,,0.001,,0.001,0.001
6853,,0.003,,0.015,0.015
6854,,0.003,,0.014,0.014
6855,,0.003,,0.004,0.004
6856,,0.04,,0.004,0.004
6857,,0.001,,0.001,0.001
6858,,0.001,,0.041,0.041
6859,,0.001,,0.012,0.012
6860,,0,0.098,0.008,0.008
6861,,0.001,,0.056,0.056
6862,,0.002,,0.003,0.003
6863,,0.007,,0.038,0.038
6864,,0.001,,0.038,0.038
6865,,0.001,,0.013,0.013
6866,,0,,0.003,0.003
6867,,0.006,,0.008,0.008
6868,,0.011,,0.008,0.008
6869,,0.018,,0.088,0.088
6870,,0.001,,0.182,0.182
6871,,0.001,,0.014,0.014
6872,,0,,0.022,0.022
6873,,0,,0.017,0.017
6874,,0.006,,0.001,0.001
6875,,0.016,,0.107,0.107
6876,,0.006,,0.019,0.019
6877,,0.005,,0.014,0.014
6878,,0.001,,0.013,0.013
6879,,0.001,,0.007,0.007
6880,,0,0.084,0.01,0.01
6881,,0,,0.002,0.002
6882,,0.001,,0.146,0.146
6883,,0,,0.016,0.016
6884,,0.001,,0.022,0.022
6885,,0.001,,0.001,0.001
6886,,0,,0.14,0.14
6887,,0,,0.021,0.021
6888,,0.024,,0.005,0.005
6889,,0.006,,0.048,0.048
6890,,0.005,,0.021,0.021
6891,,0.038,,0.021,0.021
6892,,0.008,,0.007,0.007
6893,,0.001,,0.003,0.003
6894,,0.004,,0.057,0.057
6895,,0,,0.041,0.041
6896,,0,,0.002,0.002
6897,,0,,0.02,0.02
6898,,0.005,,0.096,0.096
6899,,0.001,,0.003,0.003
6900,,0.001,0.096,0.002,0.002
6901,,0.179,,0.003,0.003
6902,,0.004,,0.001,0.001
6903,,0,,0.001,0.001
6904,,0,,0.07,0.07
6905,,0.001,,0.001,0.001
6906,,0,,0.042,0.042
6907,,0.008,,0.004,0.004
6908,,0.01,,0.018,0.018
6909,,0.036,,0.002,0.002
6910,,0.007,,0.053,0.053
6911,,0.026,,0.043,0.043
6912,,0.002,,0.041,0.041
6913,,0.003,,0.003,0.003
6914,,0,,0.001,0.001
6915,,0.001,,0.005,0.005
6916,,0.011,,0.013,0.013
6917,,0.001,,0.002,0.002
6918,,0.001,,0.004,0.004
6919,,0.001,,0.129,0.129
6920,,0.004,0.295,0.011,0.011
6921,,0.037,,0.016,0.016
6922,,0.003,,0.006,0.006
6923,,0.002,,0.029,0.029
6924,,0,,0.002,0.002
6925,,0.007,,0.035,0.035
6926,,0,,0.015,0.015
6927,,0,,0.259,0.259
6928,,0,,0.001,0.001
6929,,0.001,,0.031,0.031
6930,,0.001,,0.061,0.061
6931,,0.003,,0.037,0.037
6932,,0.012,,0,0
6933,,0.002,,0.001,0.001
6934,,0.013,,0.006,0.006
6935,,0.037,,0.188,0.188
6936,,0.014,,0.391,0.391
6937,,0,,0.007,0.007
6938,,0.021,,0.003,0.003
6939,,0.002,,0.09,0.09
6940,,0,0.155,0.015,0.015
6941,,0.032,,0.004,0.004
6942,,0,,0.023,0.023
6943,,0.012,,0.018,0.018
6944,,0,,0.037,0.037
6945,,0.011,,0.02,0.02
6946,,0.015,,0.015,0.015
6947,,0.003,,0.022,0.022
6948,,0.008,,0.024,0.024
6949,,0.004,,0.114,0.114
6950,,0.005,,0.067,0.067
6951,,0.012,,0.005,0.005
6952,,0.002,,0.003,0.003
6953,,0,,0.034,0.034
6954,,0,,0.09,0.09
6955,,0,,0.008,0.008
6956,,0.003,,0.007,0.007
6957,,0.002,,0.056,0.056
6958,,0,,0.026,0.026
6959,,0.001,,0.051,0.051
6960,,0.006,0.116,0.092,0.092
6961,,0.008,,0.032,0.032
6962,,0.004,,0.006,0.006
6963,,0.012,,0.02,0.02
6964,,0.006,,0.018,0.018
6965,,0.001,,0.043,0.043
6966,,0.005,,0.002,0.002
6967,,0,,0.004,0.004
6968,,0.024,,0.001,0.001
6969,,0.014,,0.029,0.029
6970,,0.17,,0.143,0.143
6971,,0.003,,0.003,0.003
6972,,0.01,,0.015,0.015
6973,,0,,0.012,0.012
6974,,0.001,,0.027,0.027
6975,,0.004,,0.001,0.001
6976,,0.009,,0.201,0.201
6977,,0.006,,0.042,0.042
6978,,0.042,,0.003,0.003
6979,,0.083,,0.001,0.001
6980,,0.003,0.405,0.007,0.007
6981,,0.005,,0.005,0.005
6982,,0.023,,0.022,0.022
6983,,0.001,,0.017,0.017
6984,,0,,0.028,0.028
6985,,0,,0.011,0.011
6986,,0.001,,0.025,0.025
6987,,0,,0.004,0.004
6988,,0.002,,0.19,0.19
6989,,0.025,,0.072,0.072
6990,,0.002,,0.09,0.09
6991,,0.001,,0.036,0.036
6992,,0.145,,0.004,0.004
6993,,0.001,,0.006,0.006
6994,,0,,0.003,0.003
6995,,0,,0.015,0.015
6996,,0.002,,0.045,0.045
6997,,0.001,,0.001,0.001
6998,,0.002,,0.015,0.015
6999,,0.002,,0.299,0.299
7000,,0.019,0.232,0.002,0.002
7001,,0.002,,0.024,0.024
7002,,0.001,,0,0
7003,,0,,0.002,0.002
7004,,0,,0.031,0.031
7005,,0.008,,0.04,0.04
7006,,0.002,,41.645,0.004
7007,,0.002,,0.004,0.004
7008,,0,,0.04,0.04
7009,,0.004,,0.001,0.001
7010,,0.002,,0.081,0.081
7011,,0,,0.009,0.009
7012,,0.005,,0.011,0.011
7013,,0.001,,0.007,0.007
7014,,0.001,,0.011,0.011
7015,,0.002,,0.004,0.004
7016,,0.002,,0.002,0.002
7017,,0.075,,0.004,0.004
7018,,0.03,,0.004,0.004
7019,,0.002,,0.009,0.009
7020,,0.478,0.617,0.02,0.02
7021,,0,,0.001,0.001
7022,,0.02,,0.214,0.214
7023,,0,,0.053,0.053
7024,,0,,0.016,0.016
7025,,0,,0.005,0.005
7026,,0.003,,0.013,0.013
7027,,0.001,,0,0
7028,,0.001,,0.002,0.002
7029,,0.004,,0.01,0.01
7030,,0,,0.006,0.006
7031,,0.005,,0.148,0.148
7032,,0.008,,0.037,0.037
7033,,0,,0.086,0.086
7034,,0,,0.003,0.003
7035,,0.015,,0.004,0.004
7036,,0,,0.007,0.007
7037,,0,,0.019,0.019
7038,,0.034,,0.003,0.003
7039,,0.001,,0.001,0.001
7040,,0.016,0.108,0.002,0.002
7041,,0.031,,0.007,0.007
7042,,0,,0.006,0.006
7043,,0.006,,0.005,0.005
7044,,0.009,,0.003,0.003
7045,,0.006,,0.001,0.001
7046,,0.003,,0,0
7047,,0,,0.003,0.003
7048,,0,,0.014,0.014
7049,,0.004,,0.008,0.008
7050,,0.003,,0,0
7051,,0,,0.011,0.011
7052,,0.002,,0.004,0.004
7053,,0.004,,0.01,0.01
7054,,0,,0.135,0.135
7055,,0,,0.024,0.024
7056,,0.01,,0.086,0.086
7057,,0.004,,0.004,0.004
7058,,0.036,,0.029,0.029
7059,,0,,0.014,0.014
7060,,0.007,0.125,0.001,0.001
7061,,0.024,,0.001,0.001
7062,,0,,0.04,0.04
7063,,0.002,,0.029,0.029
7064,,0.052,,0.001,0.001
7065,,0.002,,0.077,0.077
7066,,0.103,,0.003,0.003
7067,,0.001,,0.004,0.004
7068,,0.019,,0.004,0.004
7069,,0.001,,0.014,0.014
7070,,0.001,,0.014,0.014
7071,,0,,0.006,0.006
7072,,0,,0.033,0.033
7073,,0.004,,0.012,0.012
7074,,0.003,,0,0
7075,,0,,0,0
7076,,0.002,,0.018,0.018
7077,,0,,0,0
7078,,0.035,,0.01,0.01
7079,,0.002,,0.004,0.004
7080,,0.004,0.255,0.001,0.001
7081,,0.05,,0.014,0.014
7082,,0.008,,0.002,0.002
7083,,0.005,,0.006,0.006
7084,,0.002,,0.012,0.012
7085,,0.002,,0.023,0.023
7086,,0.01,,0.071,0.071
7087,,0.002,,0.015,0.015
7088,,0,,0.001,0.001
7089,,0.002,,0.001,0.001
7090,,0,,0.014,0.014
7091,,0.008,,0.079,0.079
7092,,0,,0,0
7093,,0.008,,0.001,0.001
7094,,0.005,,0.008,0.008
7095,,0.004,,0.002,0.002
7096,,0.002,,0.053,0.053
7097,,0.01,,0.008,0.008
7098,,0.006,,0.023,0.023
7099,,0.017,,0.021,0.021
7100,,0,0.141,0.003,0.003
7101,,0.001,,0.003,0.003
7102,,0.001,,0.03,0.03
7103,,0.001,,0.002,0.002
7104,,0.05,,0.067,0.067
7105,,0.001,,0.014,0.014
7106,,0.022,,0.058,0.058
7107,,0.016,,0.007,0.007
7108,,0.001,,0.007,0.007
7109,,0,,0.013,0.013
7110,,0.002,,0.001,0.001
7111,,0,,0.008,0.008
7112,,0.072,,0.005,0.005
7113,,0.01,,0.002,0.002
7114,,0.231,,0.001,0.001
7115,,0,,0.007,0.007
7116,,0.002,,0.024,0.024
7117,,0.004,,0.003,0.003
7118,,0.002,,0,0
7119,,0.026,,0,0
7120,,0.003,0.445,0.003,0.003
7121,,0.004,,0.002,0.002
7122,,0.001,,0.003,0.003
7123,,0.019,,0.024,0.024
7124,,0.001,,0.01,0.01
7125,,0.001,,0.054,0.054
7126,,0.001,,0.001,0.001
7127,,0,,0.001,0.001
7128,,0.002,,0.013,0.013
7129,,0.056,,0.002,0.002
7130,,0,,0.007,0.007
7131,,0.011,,0,0
7132,,0,,0.001,0.001
7133,,0,,0,0
7134,,0.132,,0,0
7135,,0.001,,0,0
7136,,0.026,,0.012,0.012
7137,,0.001,,0.001,0.001
7138,,0.001,,0.003,0.003
7139,,0.203,,0.008,0.008
7140,,0.005,0.465,0.008,0.008
7141,,0.004,,0.153,0.153
7142,,0.199,,0.004,0.004
7143,,0,,0.045,0.045
7144,,0.032,,0,0
7145,,0.002,,0.007,0.007
7146,,0.02,,0.001,0.001
7147,,0.002,,0.036,0.036
7148,,0.001,,0.001,0.001
7149,,0.001,,0.001,0.001
7150,,0.006,,0.001,0.001
7151,,0.003,,0.081,0.081
7152,,0.013,,0.001,0.001
7153,,0.001,,0.332,0.332
7154,,0.003,,0.016,0.016
7155,,0.002,,0.005,0.005
7156,,0.036,,0.066,0.066
7157,,0.003,,0.032,0.032
7158,,0.002,,0.001,0.001
7159,,0.001,,0.003,0.003
7160,,0.002,0.333,0.002,0.002
7161,,0.043,,0.039,0.039
7162,,0.002,,0.028,0.028
7163,,0.009,,0.08,0.08
7164,,0.025,,0.004,0.004
7165,,0.006,,0.004,0.004
7166,,0.001,,0.001,0.001
7167,,0.003,,0.029,0.029
7168,,0.004,,0.003,0.003
7169,,0.024,,0.004,0.004
7170,,0.004,,0.017,0.017
7171,,0.032,,0.009,0.009
7172,,0.01,,0.058,0.058
7173,,0.001,,0.014,0.014
7174,,0,,0.123,0.123
7175,,0.089,,0.038,0.038
7176,,0.002,,0.015,0.015
7177,,0,,0.019,0.019
7178,,0.021,,0.001,0.001
7179,,0.031,,0.209,0.209
7180,,0.043,0.35,0,0
7181,,0.001,,0.001,0.001
7182,,0,,0.001,0.001
7183,,0.006,,0.002,0.002
7184,,0,,0.046,0.046
7185,,0.002,,0.003,0.003
7186,,0.014,,0.001,0.001
7187,,0.002,,0.008,0.008
7188,,0.052,,0.009,0.009
7189,,0.01,,0.005,0.005
7190,,0.001,,0.014,0.014
7191,,0,,0.049,0.049
7192,,0.002,,0.005,0.005
7193,,0,,0.015,0.015
7194,,0,,0.011,0.011
7195,,0,,0.006,0.006
7196,,0.078,,0.012,0.012
7197,,0.014,,0.168,0.168
7198,,0,,0,0
7199,,0.001,,0.005,0.005
7200,,0.001,0.184,0,0
7201,,0.004,,0.015,0.015
7202,,0.002,,0.005,0.005
7203,,0,,0.015,0.015
7204,,0.016,,0.003,0.003
7205,,0,,0.04,0.04
7206,,0,,0.002,0.002
7207,,0,,0.036,0.036
7208,,0,,0.005,0.005
7209,,0.041,,0.001,0.001
7210,,0.018,,0.001,0.001
7211,,0.001,,0.001,0.001
7212,,0,,0.001,0.001
7213,,0.001,,0.007,0.007
7214,,0,,0.062,0.062
7215,,0.005,,0.001,0.001
7216,,0.002,,0.011,0.011
7217,,0.001,,0.005,0.005
7218,,0.01,,0.003,0.003
7219,,0.013,,0.402,0.402
7220,,0.007,0.121,0.002,0.002
7221,,0,,0.022,0.022
7222,,0.001,,0.074,0.074
7223,,0.001,,0.004,0.004
7224,,0.001,,0.008,0.008
7225,,0.002,,0.007,0.007
7226,,0.002,,0.015,0.015
7227,,0.007,,0.001,0.001
7228,,0,,0.002,0.002
7229,,0,,0.04,0.04
7230,,0.004,,0.161,0.161
7231,,0.004,,0.02,0.02
7232,,0.005,,0.002,0.002
7233,,0.008,,0.035,0.035
7234,,0.006,,0.004,0.004
7235,,0.003,,0.129,0.129
7236,,0.038,,0.075,0.075
7237,,0.001,,0.014,0.014
7238,,0.008,,0.037,0.037
7239,,0.001,,0.046,0.046
7240,,0.001,0.093,0.361,0.361
7241,,0.001,,0.027,0.027
7242,,0,,0.126,0.126
7243,,0,,0.023,0.023
7244,,0.029,,0.001,0.001
7245,,0.008,,0.034,0.034
7246,,0,,0.009,0.009
7247,,0.001,,0.018,0.018
7248,,0,,0.001,0.001
7249,,0,,0.003,0.003
7250,,0.002,,0.017,0.017
7251,,0,,0.036,0.036
7252,,0.012,,0.035,0.035
7253,,0.001,,0.015,0.015
7254,,0,,0.04,0.04
7255,,0.002,,0.47,0.47
7256,,0,,0.019,0.019
7257,,0.002,,0.467,0.467
7258,,0.002,,0.021,0.021
7259,,0.09,,0.05,0.05
7260,,0.001,0.151,0.014,0.014
7261,,0,,0.15,0.15
7262,,0.001,,0.005,0.005
7263,,0.007,,0.158,0.158
7264,,0.015,,0.032,0.032
7265,,0,,0.041,0.041
7266,,0.003,,0.022,0.022
7267,,0.001,,0.036,0.036
7268,,0.005,,0.079,0.079
7269,,0.002,,0.019,0.019
7270,,0.001,,0.056,0.056
7271,,0.009,,0.048,0.048
7272,,0.004,,0.031,0.031
7273,,0,,0.044,0.044
7274,,0.004,,0.015,0.015
7275,,0.006,,0.029,0.029
7276,,0,,0.007,0.007
7277,,0.003,,0.061,0.061
7278,,0.001,,0.003,0.003
7279,,0.002,,0.043,0.043
7280,,0,0.064,0.015,0.015
7281,,0,,0.003,0.003
7282,,0,,0.042,0.042
7283,,0,,0.015,0.015
7284,,0.019,,0.038,0.038
7285,,0.024,,0.04,0.04
7286,,0.031,,0.003,0.003
7287,,0.002,,0.114,0.114
7288,,0,,0.032,0.032
7289,,0.003,,0.002,0.002
7290,,0.004,,0.006,0.006
7291,,0.006,,0.012,0.012
7292,,0.001,,0.058,0.058
7293,,0.017,,0.117,0.117
7294,,0.033,,0.039,0.039
7295,,0.004,,0.083,0.083
7296,,0,,0.013,0.013
7297,,0.111,,0.009,0.009
7298,,0.002,,0.052,0.052
7299,,0,,0.023,0.023
7300,,0.001,0.258,0.005,0.005
7301,,0.001,,0.002,0.002
7302,,0.04,,0.003,0.003
7303,,0.003,,0.049,0.049
7304,,0.003,,0.019,0.019
7305,,0.017,,0.001,0.001
7306,,0.025,,0.031,0.031
7307,,0.006,,0.062,0.062
7308,,0.012,,0.012,0.012
7309,,0.003,,0.007,0.007
7310,,0.005,,0.025,0.025
7311,,0,,0.003,0.003
7312,,0,,0.009,0.009
7313,,0.001,,0.022,0.022
7314,,0.001,,0.058,0.058
7315,,0,,0.004,0.004
7316,,0,,0.02,0.02
7317,,0.002,,0.013,0.013
7318,,0.011,,0.006,0.006
7319,,0.003,,0.039,0.039
7320,,0,0.133,0.01,0.01
7321,,0.014,,0.013,0.013
7322,,0,,0.002,0.002
7323,,0.018,,0.051,0.051
7324,,0.001,,0.003,0.003
7325,,0.005,,0.01,0.01
7326,,0.041,,0.001,0.001
7327,,0,,0.015,0.015
7328,,0,,0.002,0.002
7329,,0.001,,0.002,0.002
7330,,0,,0.17,0.17
7331,,0.001,,0.036,0.036
7332,,0.066,,0.009,0.009
7333,,0.02,,0.006,0.006
7334,,0.001,,0.001,0.001
7335,,0.003,,0.003,0.003
7336,,0.001,,0.009,0.009
7337,,0.032,,0.003,0.003
7338,,0,,0.004,0.004
7339,,0,,0.016,0.016
7340,,0.011,0.215,0.003,0.003
7341,,0.037,,0.006,0.006
7342,,0.001,,0,0
7343,,0.001,,0.002,0.002
7344,,0,,0.001,0.001
7345,,0.001,,0,0
7346,,0.035,,0.015,0.015
7347,,0.034,,0.026,0.026
7348,,0,,0.002,0.002
7349,,0.005,,0.005,0.005
7350,,0.003,,0.001,0.001
7351,,0,,0.028,0.028
7352,,0.689,,0.039,0.039
7353,,0,,0.027,0.027
7354,,0.001,,0.008,0.008
7355,,0.014,,0.053,0.053
7356,,0,,0.008,0.008
7357,,0.002,,0.002,0.002
7358,,0.001,,0.001,0.001
7359,,0.002,,0.02,0.02
7360,,0.001,0.827,0.01,0.01
7361,,0.001,,0.006,0.006
7362,,0.01,,0.011,0.011
7363,,0.001,,0.055,0.055
7364,,0.013,,0,0
7365,,0.001,,0.118,0.118
7366,,0.011,,0.029,0.029
7367,,0.004,,0.011,0.011
7368,,0.001,,0.019,0.019
7369,,0.002,,0.027,0.027
7370,,0,,0.001,0.001
7371,,0.002,,0.004,0.004
7372,,0.013,,0,0
7373,,0.003,,0.089,0.089
7374,,0.005,,0.011,0.011
7375,,0.001,,0,0
7376,,0.017,,0.113,0.113
7377,,0.002,,0.105,0.105
7378,,0,,0.049,0.049
7379,,0.002,,0.001,0.001
7380,,0.001,0.09,0.061,0.061
7381,,0.009,,0.004,0.004
7382,,0.004,,0.011,0.011
7383,,0.001,,0.109,0.109
7384,,0.006,,0.003,0.003
7385,,0.028,,0,0
7386,,0,,0.026,0.026
7387,,0.097,,0.016,0.016
7388,,0.001,,0.036,0.036
7389,,0,,0.041,0.041
7390,,0,,0.124,0.124
7391,,0.001,,0.004,0.004
7392,,0,,0.018,0.018
7393,,0,,0.025,0.025
7394,,0,,0.017,0.017
7395,,0.002,,0.001,0.001
7396,,0.017,,0.022,0.022
7397,,0.001,,0.035,0.035
7398,,0.002,,0.016,0.016
7399,,0,,0.116,0.116
7400,,0.095,0.264,0.005,0.005
7401,,0.016,,0.044,0.044
7402,,0.001,,0.01,0.01
7403,,0.022,,0.001,0.001
7404,,0.001,,0.004,0.004
7405,,0.01,,0.003,0.003
7406,,0.019,,0.016,0.016
7407,,0.001,,0.003,0.003
7408,,0.019,,0.075,0.075
7409,,0.001,,0.007,0.007
7410,,0.002,,0.028,0.028
7411,,0.001,,0.015,0.015
7412,,0.003,,0.014,0.014
7413,,0.005,,0,0
7414,,0.008,,0.05,0.05
7415,,0.005,,0.001,0.001
7416,,0,,0.092,0.092
7417,,0,,0.012,0.012
7418,,0,,0.037,0.037
7419,,0.001,,0,0
7420,,0,0.115,0.002,0.002
7421,,0,,0.005,0.005
7422,,0.001,,0.018,0.018
7423,,0,,0.002,0.002
7424,,0.016,,0.001,0.001
7425,,0.001,,0.037,0.037
7426,,0.001,,0.002,0.002
7427,,0,,0.002,0.002
7428,,0.007,,0.016,0.016
7429,,0,,0.001,0.001
7430,,0.003,,0.001,0.001
7431,,0.002,,0.001,0.001
7432,,0.001,,0.036,0.036
7433,,0,,0.004,0.004
7434,,0.017,,0.019,0.019
7435,,0,,0.125,0.125
7436,,0,,0,0
7437,,0,,0.009,0.009
7438,,0.001,,0.075,0.075
7439,,0.001,,0,0
7440,,0,0.051,0.003,0.003
7441,,0.002,,0.002,0.002
7442,,0,,0.158,0.158
7443,,0.014,,0.02,0.02
7444,,0.001,,0.043,0.043
7445,,0.005,,0.003,0.003
7446,,0.002,,0.005,0.005
7447,,0,,0.001,0.001
7448,,0.071,,0.014,0.014
7449,,0.014,,0.018,0.018
7450,,0.005,,0.101,0.101
7451,,0,,0.039,0.039
7452,,0,,0.091,0.091
7453,,0,,0.002,0.002
7454,,0.007,,0,0
7455,,0.002,,0.247,0.247
7456,,0,,0.034,0.034
7457,,0.021,,0.01,0.01
7458,,0.003,,0.053,0.053
7459,,0.001,,0.002,0.002
7460,,0.008,0.156,0.005,0.005
7461,,0.007,,0.008,0.008
7462,,0.044,,0.001,0.001
7463,,0,,0.022,0.022
7464,,0.008,,0.092,0.092
7465,,0.01,,0.077,0.077
7466,,0.001,,0.021,0.021
7467,,0.002,,0.121,0.121
7468,,0,,0.003,0.003
7469,,0.012,,0.037,0.037
7470,,0,,0.049,0.049
7471,,0,,0.012,0.012
7472,,0.017,,0.013,0.013
7473,,0.001,,0.059,0.059
7474,,0.003,,0.101,0.101
7475,,0.006,,0.004,0.004
7476,,0.001,,0.073,0.073
7477,,0,,0.493,0.493
7478,,0.007,,0.031,0.031
7479,,0,,0.006,0.006
7480,,0.006,0.125,0.019,0.019
7481,,0.03,,0.018,0.018
7482,,0,,0.575,0.575
7483,,0.005,,0.009,0.009
7484,,0,,0.082,0.082
7485,,0,,0.233,0.233
7486,,0.023,,0.032,0.032
7487,,0.008,,0.014,0.014
7488,,0.004,,0.082,0.082
7489,,0,,0.045,0.045
7490,,0.001,,0.158,0.158
7491,,0.001,,0.023,0.023
7492,,0.001,,0.013,0.013
7493,,0.001,,0.024,0.024
7494,,0.013,,0.058,0.058
7495,,0.031,,0.018,0.018
